iter	Passed	Remaining
224	4102	10464
225	4123	10453
226	4147	10450
227	4172	10448
228	4191	10433
229	4210	10415
230	4226	10392
231	4242	10369
232	4259	10346
233	4275	10323
234	4291	10300
235	4311	10286
236	4338	10288
237	4370	10302
238	4395	10298
239	4411	10274
240	4425	10247
241	4441	10223
242	4457	10199
243	4473	10174
244	4489	10151
245	4509	10136
246	4529	10122
247	4549	10108
248	4570	10096
249	4605	10114
250	4631	10112
251	4661	10118
252	4689	10121
253	4712	10112
254	4730	10091
255	4749	10073
256	4778	10078
257	4798	10062
258	4817	10043
259	4843	10040
260	4869	10037
261	4893	10030
262	4915	10017
263	4941	10014
264	4964	10004
265	4989	9997
266	5009	9982
267	5033	9973
268	5051	9952
269	5068	9931
270	5086	9910
271	5104	9889
272	5121	9867
273	5137	9844
274	5154	9821
275	5174	9805
276	5208	9815
277	5239	9819
278	5271	9824
279	5294	9813
280	5318	9804
281	5341	9792
282	5357	9769
283	5374	9745
284	5392	9725
285	5405	9696
286	5420	9670
287	5435	9643
288	5455	9627
289	5475	9610
290	5492	9588
291	5508	9565
292	5524	9540
293	5541	9518
294	5561	9501
295	5583	9488
296	5609	9481
297	5639	9481
298	5665	9474
299	5687	9460
300	5707	9442
301	5727	9426
302	5760	9430
303	5786	9421
304	5889	9539
305	5914	9529
306	5953	9540
307	5976	9527
308	6001	9516
309	6028	9509
310	6054	9499
311	6073	9480
312	6097	9467
313	6116	9448
314	6136	9428
315	6156	9409
316	6174	9388
317	6198	9375
318	6216	9353
319	6233	9330
320	6250	9308
321	6266	9283
322	6284	9261
323	6300	9236
324	6321	9219
325	6340	9199
326	6355	9173
327	6371	9149
328	6389	9127
329	6405	9103
330	6420	9077
331	6436	9054
332	6455	9034
333	6473	9011
334	6491	8991
335	6508	8968
336	6526	8947
337	6548	8931
338	6566	8910
339	6581	8884
340	6599	8863
341	6615	8840
342	6633	8818
343	6650	8796
344	6666	8773
345	6684	8751
346	6699	8726
347	6716	8704
348	6734	8683
349	6753	8664
350	6789	8666
351	6807	8645
352	6822	8620
353	6839	8597
354	6854	8573
355	6869	8548
356	6884	8523
357	6898	8497
358	6912	8472
359	6926	8446
360	6942	8422
361	6955	8396
362	6970	8372
363	6984	8347
364	6997	8320
365	7010	8294
366	7025	8270
367	7040	8245
368	7054	8220
369	7066	8193
370	7080	8168
371	7097	8146
372	7115	8126
373	7132	8105
374	7154	8089
375	7177	8074
376	7207	8067
377	7228	8050
378	7257	8042
379	7276	8022
380	7293	8001
381	7309	7979
382	7327	7958
383	7344	7937
384	7359	7913
385	7376	7892
386	7397	7875
387	7414	7853
388	7430	7832
389	7445	7808
390	7462	7786
391	7477	7764
392	7492	7740
393	7506	7715
394	7521	7693
395	7537	7671
396	7554	7649
397	7570	7627
398	7587	7606
399	7607	7588
400	7627	7570
401	7645	7550
402	7664	7531
403	7680	7509
404	7696	7487
405	7712	7466
406	7729	7444
407	7744	7422
408	7761	7400
409	7776	7378
410	7792	7356
411	7810	7336
412	7829	7317
413	7845	7296
414	7862	7275
415	7880	7254
416	7896	7233
417	7912	7212
418	7929	7191
419	7946	7170
420	7965	7151
421	7983	7132
422	8001	7112
423	8019	7093
424	8038	7073
425	8063	7060
426	8078	7037
427	8093	7015
428	8111	6996
429	8131	6977
430	8149	6958
431	8167	6938
432	8185	6918
433	8203	6899
434	8224	6882
435	8241	6861
436	8262	6844
437	8281	6825
438	8297	6804
439	8314	6784
440	8332	6763
441	8348	6742
442	8366	6723
443	8382	6702
444	8398	6681
445	8414	6659
446	8429	6638
447	8455	6624
448	8476	6607
449	8494	6588
450	8511	6567
451	8528	6546
452	8545	6526
453	8561	6506
454	8579	6486
455	8595	6465
456	8611	6444
457	8627	6423
458	8644	6403
459	8662	6384
460	8690	6371
461	8719	6360
462	8738	6341
463	8755	6321
464	8774	6302
465	8791	6282
466	8816	6268
467	8834	6248
468	8854	6230
469	8871	6209
470	8887	6189
471	8908	6171
472	8927	6152
473	8949	6136
474	8965	6115
475	8983	6096
476	9002	6077
477	9018	6056
478	9034	6035
479	9051	6015
480	9067	5995
481	9084	5974
482	9101	5954
483	9119	5935
484	9136	5915
485	9154	5895
486	9169	5874
487	9185	5853
488	9202	5834
489	9218	5813
490	9242	5798
491	9260	5778
492	9278	5758
493	9295	5738
494	9311	5718
495	9329	5699
496	9347	5679
497	9366	5661
498	9381	5640
499	9400	5621
500	9416	5601
501	9435	5582
502	9452	5562
503	9468	5542
504	9484	5521
505	9498	5500
506	9511	5478
507	9527	5457
508	9545	5438
509	9562	5418
510	9579	5398
511	9594	5378
512	9609	5357
513	9624	5336
514	9641	5316
515	9665	5300
516	9680	5280
517	9697	5260
518	9713	5240
519	9730	5220
520	9746	5200
521	9764	5181
522	9783	5163
523	9800	5143
524	9815	5122
525	9831	5102
526	9847	5082
527	9864	5062
528	9881	5043
529	9897	5023
530	9913	5003
531	9929	4983
532	9947	4964
533	9966	4945
534	9987	4928
535	10005	4909
536	10023	4890
537	10041	4871
538	10059	4852
539	10079	4834
540	10098	4815
541	10115	4796
542	10133	4777
543	10151	4758
544	10171	4740
545	10191	4722
546	10213	4705
547	10232	4686
548	10252	4668
549	10268	4648
550	10283	4628
551	10299	4608
552	10315	4588
553	10330	4568
554	10345	4548
555	10361	4528
556	10382	4510
557	10400	4491
558	10419	4473
559	10435	4453
560	10451	4433
561	10470	4415
562	10490	4397
563	10505	4377
564	10521	4357
565	10538	4338
566	10555	4319
567	10572	4299
568	10593	4282
569	10612	4263
570	10631	4244
571	10648	4225
572	10666	4206
573	10683	4187
574	10701	4168
575	10718	4149
576	10733	4129
577	10749	4110
578	10766	4090
579	10783	4071
580	10802	4053
581	10819	4034
582	10839	4015
583	10856	3996
584	10873	3977
585	10894	3959
586	10912	3941
587	10928	3921
588	10945	3902
589	10964	3883
590	10979	3864
591	10994	3844
592	11012	3825
593	11028	3806
594	11047	3787
595	11061	3767
596	11076	3747
597	11092	3728
598	11109	3709
599	11126	3690
600	11142	3670
601	11157	3651
602	11174	3632
603	11189	3612
604	11205	3593
605	11224	3574
606	11244	3556
607	11266	3539
608	11287	3521
609	11306	3503
610	11323	3484
611	11340	3465
612	11355	3445
613	11370	3425
614	11388	3407
615	11403	3387
616	11419	3368
617	11436	3349
618	11457	3331
619	11473	3312
620	11487	3292
621	11502	3273
622	11518	3254
623	11534	3234
624	11551	3215
625	11567	3196
626	11582	3177
627	11598	3158
628	11613	3138
629	11630	3119
630	11646	3100
631	11666	3082
632	11684	3064
633	11705	3046
634	11722	3027
635	11740	3008
636	11757	2990
637	11774	2971
638	11791	2952
639	11808	2933
640	11825	2914
641	11842	2896
642	11861	2877
643	11883	2860
644	11902	2841
645	11921	2823
646	11940	2805
647	11957	2786
648	11977	2768
649	11998	2750
650	12018	2732
651	12035	2713
652	12052	2694
653	12072	2676
654	12101	2660
655	12121	2642
656	12138	2623
657	12156	2604
658	12172	2585
659	12191	2567
660	12206	2548
661	12228	2530
662	12245	2511
663	12263	2493
664	12280	2474
665	12301	2456
666	12320	2438
667	12336	2419
668	12352	2400
669	12374	2382
670	12391	2363
671	12409	2345
672	12426	2326
673	12443	2307
674	12461	2289
675	12479	2270
676	12511	2254
677	12527	2235
678	12545	2217
679	12562	2198
680	12579	2179
681	12595	2160
682	12613	2142
683	12628	2123
684	12644	2104
685	12660	2085
686	12677	2066
687	12695	2048
688	12714	2029
689	12733	2011
690	12753	1993
691	12769	1974
692	12785	1955
693	12803	1937
694	12823	1918
695	12841	1900
696	12856	1881
697	12872	1862
698	12887	1843
699	12906	1825
700	12922	1806
701	12947	1788
702	12962	1770
703	12977	1751
704	12993	1732
705	13008	1713
706	13025	1694
707	13040	1676
708	13055	1657
709	13067	1637
710	13081	1619
711	13098	1600
712	13114	1581
713	13130	1563
714	13146	1544
715	13163	1525
716	13177	1507
717	13193	1488
718	13209	1469
719	13225	1451
720	13239	1432
721	13254	1413
722	13268	1394
723	13281	1375
724	13297	1357
725	13310	1338
726	13325	1319
727	13350	1302
728	13367	1283
729	13382	1264
730	13397	1246
731	13411	1227
732	13440	1210
733	13454	1191
734	13468	1172
735	13484	1154
736	13499	1135
737	13515	1117
738	13527	1098
739	13542	1079
740	13557	1061
741	13571	1042
742	13585	1023
743	13599	1005
744	13614	986
745	13629	968
746	13644	949
747	13658	931
748	13671	912
749	13684	894
750	13700	875
751	13714	857
752	13728	838
753	13749	820
754	13764	802
755	13782	783
756	13798	765
757	13812	747
758	13827	728
759	13842	710
760	13857	691
761	13874	673
762	13888	655
763	13901	636
764	13915	618
765	13930	600
766	13944	581
767	13961	563
768	13975	545
769	13992	526
770	14007	508
771	14023	490
772	14038	472
773	14052	453
774	14063	435
775	14078	417
776	14092	399
777	14107	380
778	14121	362
779	14136	344
780	14152	326
781	14173	308
782	14189	289
783	14205	271
784	14222	253
785	14236	235
786	14251	217
787	14267	199
788	14284	181
789	14300	162
790	14317	144
791	14332	126
792	14347	108
793	14363	90
794	14376	72
795	14395	54
796	14409	36
797	14425	18
798	14439	0
